x,y,V,Exact,Error
1.08,0.2,1.61267,1.2411,0.371573
1.12,0.2,1.64204,1.25107,0.390968
1.16,0.2,1.67129,1.26112,0.41017
1.2,0.2,1.70023,1.27125,0.428983
1.24,0.2,1.72864,1.28146,0.447179
1.28,0.2,1.75625,1.29175,0.464496
1.32,0.2,1.78276,1.30213,0.480632
1.36,0.2,1.80783,1.31259,0.495243
1.4,0.2,1.83107,1.32313,0.50794
1.44,0.2,1.85204,1.33376,0.51828
1.48,0.2,1.87024,1.34447,0.525768
1.52,0.2,1.88511,1.35527,0.529844
1.56,0.2,1.89604,1.36615,0.529887
1.6,0.2,1.90233,1.37713,0.525205
1.64,0.2,1.90321,1.38819,0.515026
1.68,0.2,1.89784,1.39934,0.498499
1.72,0.2,1.88526,1.41058,0.474679
1.76,0.2,1.86443,1.42191,0.442523
1.8,0.2,1.8342,1.43333,0.400871
1.84,0.2,1.79328,1.44484,0.348439
1.88,0.2,1.74024,1.45645,0.283797
1.92,0.2,1.6735,1.46815,0.205358
1.96,0.2,1.59132,1.47994,0.11138
2,0.2,1.49182,1.49182,0
0,0.22,1,1,0
0.04,0.22,1.0193,1.00884,0.0104613
0.08,0.22,1.0386,1.01776,0.0208392
0.12,0.22,1.05796,1.02675,0.0312053
0.16,0.22,1.07746,1.03583,0.0416298
0.2,0.22,1.09716,1.04498,0.0521817
0.24,0.22,1.11715,1.05422,0.0629273
0.28,0.22,1.13747,1.06354,0.0739305
0.32,0.22,1.15819,1.07294,0.0852521
0.36,0.22,1.17937,1.08242,0.0969491
0.4,0.22,1.20106,1.09199,0.109075
0.44,0.22,1.22332,1.10164,0.121678
0.48,0.22,1.24618,1.11138,0.134802
0.52,0.22,1.26969,1.1212,0.148486
0.56,0.22,1.29387,1.13111,0.162764
0.6,0.22,1.31877,1.14111,0.177662
0.64,0.22,1.34439,1.15119,0.193199
0.68,0.22,1.37076,1.16137,0.209389
0.72,0.22,1.39787,1.17163,0.226236
0.76,0.22,1.42573,1.18199,0.243735
0.8,0.22,1.45431,1.19244,0.261871
0.84,0.22,1.4836,1.20298,0.280618
0.88,0.22,1.51355,1.21361,0.299936
0.92,0.22,1.54411,1.22434,0.319774
0.96,0.22,1.57522,1.23516,0.340062
1,0.22,1.60679,1.24608,0.360713
1.04,0.22,1.63871,1.25709,0.381622
1.08,0.22,1.67086,1.2682,0.402659
1.12,0.22,1.70308,1.27941,0.42367
1.16,0.22,1.73519,1.29072,0.444474
1.2,0.22,1.76699,1.30213,0.464859
1.24,0.22,1.79821,1.31364,0.484576
1.28,0.22,1.82859,1.32525,0.50334
1.32,0.22,1.85779,1.33696,0.520824
1.36,0.22,1.88543,1.34878,0.536652
1.4,0.22,1.9111,1.3607,0.5504
1.44,0.22,1.93431,1.37273,0.561585
1.48,0.22,1.95453,1.38486,0.569666
1.52,0.22,1.97114,1.3971,0.574034
1.56,0.22,1.98346,1.40945,0.57401
1.6,0.22,1.99075,1.42191,0.568839
1.64,0.22,1.99216,1.43448,0.557683
1.68,0.22,1.98677,1.44716,0.539614
1.72,0.22,1.97356,1.45995,0.513613
1.76,0.22,1.9514,1.47285,0.478552
1.8,0.22,1.91907,1.48587,0.433197
1.84,0.22,1.87519,1.499,0.376188
1.88,0.22,1.81829,1.51225,0.306038
1.92,0.22,1.74675,1.52562,0.221128
1.96,0.22,1.65882,1.5391,0.11972
2,0.22,1.55271,1.55271,0
0,0.24,1,1,0
0.04,0.24,1.02097,1.00965,0.0113286
0.08,0.24,1.04194,1.01939,0.0225513
0.12,0.24,1.06296,1.02922,0.0337462
0.16,0.24,1.08414,1.03915,0.0449905
0.2,0.24,1.10553,1.04917,0.0563594
0.24,0.24,1.12722,1.05929,0.0679256
0.28,0.24,1.14927,1.06951,0.0797589
0.32,0.24,1.17175,1.07983,0.0919258
0.36,0.24,1.19473,1.09024,0.104489
0.4,0.24,1.21826,1.10076,0.117506
0.44,0.24,1.24241,1.11138,0.13103
0.48,0.24,1.26721,1.1221,0.14511
0.52,0.24,1.29271,1.13292,0.159788
0.56,0.24,1.31895,1.14385,0.1751
0.6,0.24,1.34596,1.15488,0.191076
0.64,0.24,1.37376,1.16602,0.207738
0.68,0.24,1.40237,1.17727,0.225101
0.72,0.24,1.4318,1.18863,0.243169
0.76,0.24,1.46203,1.20009,0.261938
0.8,0.24,1.49306,1.21167,0.281392
0.84,0.24,1.52486,1.22336,0.301505
0.88,0.24,1.55739,1.23516,0.322234
0.92,0.24,1.5906,1.24707,0.343524
0.96,0.24,1.6244,1.2591,0.365301
1,0.24,1.65872,1.27125,0.387473
1.04,0.24,1.69344,1.28351,0.409925
1.08,0.24,1.72841,1.29589,0.432519
1.12,0.24,1.76348,1.30839,0.45509
1.16,0.24,1.79846,1.32101,0.477444
1.2,0.24,1.83311,1.33376,0.49935
1.24,0.24,1.86717,1.34662,0.520544
1.28,0.24,1.90033,1.35961,0.540716
1.32,0.24,1.93224,1.37273,0.559514
1.36,0.24,1.9625,1.38597,0.576533
1.4,0.24,1.99065,1.39934,0.591314
1.44,0.24,2.01617,1.41284,0.603335
1.48,0.24,2.03848,1.42647,0.612012
1.52,0.24,2.05691,1.44023,0.616685
1.56,0.24,2.07074,1.45412,0.616621
1.6,0.24,2.07915,1.46815,0.611003
1.64,0.24,2.08123,1.48231,0.598925
1.68,0.24,2.076,1.49661,0.579389
1.72,0.24,2.06234,1.51104,0.551298
1.76,0.24,2.03907,1.52562,0.513448
1.8,0.24,2.00486,1.54034,0.464526
1.84,0.24,1.9583,1.55519,0.403103
1.88,0.24,1.89783,1.5702,0.327634
1.92,0.24,1.8218,1.58534,0.236463
1.96,0.24,1.72848,1.60063,0.127847
2,0.24,1.61607,1.61607,0
0,0.26,1,1,0
0.04,0.26,1.02263,1.01045,0.0121745
0.08,0.26,1.04524,1.02102,0.0242178
0.12,0.26,1.06791,1.03169,0.0362153
0.16,0.26,1.09073,1.04248,0.0482506
0.2,0.26,1.11378,1.05338,0.0604056
0.24,0.26,1.13715,1.06439,0.0727592
0.28,0.26,1.1609,1.07552,0.0853874
0.32,0.26,1.18512,1.08676,0.0983621
0.36,0.26,1.20987,1.09812,0.111751
0.4,0.26,1.23522,1.1096,0.125618
0.44,0.26,1.26122,1.1212,0.14002
0.48,0.26,1.28793,1.13292,0.15501
0.52,0.26,1.3154,1.14477,0.170633
0.56,0.26,1.34366,1.15673,0.186931
0.6,0.26,1.37276,1.16883,0.203934
0.64,0.26,1.40271,1.18105,0.221667
0.68,0.26,1.43354,1.19339,0.240146
0.72,0.26,1.46525,1.20587,0.259378
0.76,0.26,1.49783,1.21847,0.279359
0.8,0.26,1.53129,1.23121,0.300073
0.84,0.26,1.56558,1.24408,0.321491
0.88,0.26,1.60066,1.25709,0.34357
0.92,0.26,1.63648,1.27023,0.366251
0.96,0.26,1.67297,1.28351,0.389455
1,0.26,1.71002,1.29693,0.413086
1.04,0.26,1.74751,1.31049,0.437022
1.08,0.26,1.7853,1.32419,0.461115
1.12,0.26,1.82322,1.33803,0.485191
1.16,0.26,1.86106,1.35202,0.509041
1.2,0.26,1.89858,1.36615,0.532422
1.24,0.26,1.93548,1.38044,0.555048
1.28,0.26,1.97146,1.39487,0.576591
1.32,0.26,2.00612,1.40945,0.596672
1.36,0.26,2.03904,1.42419,0.614859
1.4,0.26,2.06973,1.43907,0.630659
1.44,0.26,2.09763,1.45412,0.643513
1.48,0.26,2.12211,1.46932,0.652793
1.52,0.26,2.14247,1.48468,0.657792
1.56,0.26,2.15792,1.5002,0.657722
1.6,0.26,2.16759,1.51589,0.651706
1.64,0.26,2.17051,1.53173,0.638774
1.68,0.26,2.1656,1.54775,0.617855
1.72,0.26,2.1517,1.56393,0.587777
1.76,0.26,2.12754,1.58028,0.547261
1.8,0.26,2.09171,1.5968,0.494917
1.84,0.26,2.04274,1.61349,0.429245
1.88,0.26,1.979,1.63036,0.348642
1.92,0.26,1.89881,1.6474,0.25141
1.96,0.26,1.80041,1.66463,0.13579
2,0.26,1.68203,1.68203,0
0,0.28,1,1,0
0.04,0.28,1.02426,1.01126,0.012997
0.08,0.28,1.04849,1.02265,0.0258353
0.12,0.28,1.07278,1.03417,0.0386071
0.16,0.28,1.09722,1.04582,0.051403
0.2,0.28,1.12191,1.0576,0.0643113
0.24,0.28,1.14693,1.06951,0.0774175
0.28,0.28,1.17236,1.08156,0.0908034
0.32,0.28,1.19828,1.09374,0.104547
0.36,0.28,1.22478,1.10606,0.118721
0.4,0.28,1.25191,1.11851,0.133394
0.44,0.28,1.27974,1.13111,0.148628
0.48,0.28,1.30833,1.14385,0.164481
0.52,0.28,1.33773,1.15673,0.181001
0.56,0.28,1.36799,1.16976,0.198231
0.6,0.28,1.39914,1.18294,0.216208
0.64,0.28,1.43122,1.19626,0.234957
0.68,0.28,1.46423,1.20973,0.254497
0.72,0.28,1.49819,1.22336,0.274835
0.76,0.28,1.53311,1.23714,0.295968
0.8,0.28,1.56895,1.25107,0.31788
0.84,0.28,1.6057,1.26516,0.340542
0.88,0.28,1.64332,1.27941,0.363908
0.92,0.28,1.68174,1.29382,0.387917
0.96,0.28,1.72088,1.30839,0.412487
1,0.28,1.76065,1.32313,0.437515
1.04,0.28,1.80091,1.33803,0.462874
1.08,0.28,1.84151,1.3531,0.488409
1.12,0.28,1.88228,1.36834,0.513933
1.16,0.28,1.92298,1.38375,0.539228
1.2,0.28,1.96337,1.39934,0.564034
1.24,0.28,2.00315,1.4151,0.58805
1.28,0.28,2.04196,1.43104,0.610927
1.32,0.28,2.07942,1.44716,0.632263
1.36,0.28,2.11505,1.46345,0.651597
1.4,0.28,2.14834,1.47994,0.668405
1.44,0.28,2.1787,1.49661,0.682093
1.48,0.28,2.20545,1.51346,0.691989
1.52,0.28,2.22785,1.53051,0.697342
1.56,0.28,2.24505,1.54775,0.697308
1.6,0.28,2.25613,1.56518,0.690952
1.64,0.28,2.26005,1.58281,0.67724
1.68,0.28,2.25567,1.60063,0.655031
1.72,0.28,2.24174,1.61866,0.62308
1.76,0.28,2.21692,1.63689,0.580029
1.8,0.28,2.17974,1.65533,0.524414
1.84,0.28,2.12864,1.67397,0.454663
1.88,0.28,2.06194,1.69283,0.369109
1.92,0.28,1.9779,1.71189,0.266007
1.96,0.28,1.87474,1.73117,0.143568
2,0.28,1.75067,1.75067,0
0,0.3,1,1,0
0.04,0.3,1.02587,1.01207,0.0137942
0.08,0.3,1.05169,1.02429,0.0273998
0.12,0.3,1.07757,1.03666,0.0409159
0.16,0.3,1.10361,1.04917,0.05444
0.2,0.3,1.1299,1.06184,0.0680672
0.24,0.3,1.15654,1.07466,0.0818892
0.28,0.3,1.18362,1.08763,0.0959941
0.32,0.3,1.21122,1.10076,0.110465
0.36,0.3,1.23943,1.11405,0.125382
0.4,0.3,1.26831,1.1275,0.140816
0.44,0.3,1.29794,1.14111,0.156836
0.48,0.3,1.32839,1.15488,0.173502
0.52,0.3,1.35969,1.16883,0.190867
0.56,0.3,1.39192,1.18294,0.208979
0.6,0.3,1.42509,1.19722,0.227874
0.64,0.3,1.45925,1.21167,0.247583
0.68,0.3,1.49442,1.2263,0.268125
0.72,0.3,1.53061,1.2411,0.289509
0.76,0.3,1.56782,1.25609,0.311733
0.8,0.3,1.60603,1.27125,0.334781
0.84,0.3,1.64522,1.2866,0.358623
0.88,0.3,1.68534,1.30213,0.383212
0.92,0.3,1.72633,1.31785,0.408485
0.96,0.3,1.76811,1.33376,0.434357
1,0.3,1.81058,1.34986,0.46072
1.04,0.3,1.8536,1.36615,0.487441
1.08,0.3,1.897,1.38265,0.514357
1.12,0.3,1.94061,1.39934,0.541274
1.16,0.3,1.98419,1.41623,0.56796
1.2,0.3,2.02747,1.43333,0.594144
1.24,0.3,2.07014,1.45063,0.619507
1.28,0.3,2.11183,1.46815,0.643683
1.32,0.3,2.15211,1.48587,0.666246
1.36,0.3,2.19052,1.50381,0.686709
1.4,0.3,2.22648,1.52196,0.704518
1.44,0.3,2.25938,1.54034,0.719044
1.48,0.3,2.28851,1.55893,0.729575
1.52,0.3,2.31306,1.57775,0.735312
1.56,0.3,2.33216,1.5968,0.735363
1.6,0.3,2.34481,1.61607,0.728733
1.64,0.3,2.34991,1.63558,0.714325
1.68,0.3,2.34626,1.65533,0.690928
1.72,0.3,2.33254,1.67531,0.657224
1.76,0.3,2.30732,1.69554,0.611779
1.8,0.3,2.26906,1.71601,0.55305
1.84,0.3,2.21611,1.73672,0.479392
1.88,0.3,2.14676,1.75769,0.389069
1.92,0.3,2.05919,1.77891,0.280282
1.96,0.3,1.95158,1.80038,0.151198
2,0.3,1.82212,1.82212,0
0,0.32,1,1,0
0.04,0.32,1.02745,1.01288,0.0145643
0.08,0.32,1.05484,1.02593,0.0289075
0.12,0.32,1.08228,1.03915,0.0431359
0.16,0.32,1.10989,1.05253,0.057354
0.2,0.32,1.13776,1.06609,0.0716637
0.24,0.32,1.16599,1.07983,0.0861631
0.28,0.32,1.19468,1.09374,0.100946
0.32,0.32,1.22393,1.10783,0.116103
0.36,0.32,1.25381,1.1221,0.131717
0.4,0.32,1.28442,1.13655,0.147867
0.44,0.32,1.31582,1.15119,0.164623
0.48,0.32,1.34808,1.16602,0.182052
0.52,0.32,1.38126,1.18105,0.20021
0.56,0.32,1.41541,1.19626,0.219148
0.6,0.32,1.45058,1.21167,0.238906
0.64,0.32,1.4868,1.22728,0.259516
0.68,0.32,1.52409,1.24309,0.281
0.72,0.32,1.56247,1.2591,0.303369
0.76,0.32,1.60194,1.27532,0.326621
0.8,0.32,1.64249,1.29175,0.350741
0.84,0.32,1.68409,1.30839,0.375698
0.88,0.32,1.72669,1.32525,0.401445
0.92,0.32,1.77024,1.34232,0.427917
0.96,0.32,1.81464,1.35961,0.455025
1,0.32,1.85979,1.37713,0.482658
1.04,0.32,1.90555,1.39487,0.510678
1.08,0.32,1.95175,1.41284,0.538915
1.12,0.32,1.9982,1.43104,0.567166
1.16,0.32,2.04466,1.44947,0.595191
1.2,0.32,2.09085,1.46815,0.622704
1.24,0.32,2.13643,1.48706,0.649373
1.28,0.32,2.18103,1.50622,0.674811
1.32,0.32,2.22419,1.52562,0.698575
1.36,0.32,2.26542,1.54527,0.720151
1.4,0.32,2.30413,1.56518,0.738956
1.44,0.32,2.33967,1.58534,0.754327
1.48,0.32,2.37128,1.60576,0.765514
1.52,0.32,2.39812,1.62645,0.771675
1.56,0.32,2.41927,1.6474,0.771864
1.6,0.32,2.43366,1.66863,0.765033
1.64,0.32,2.44014,1.69012,0.750019
1.68,0.32,2.43744,1.71189,0.725545
1.72,0.32,2.42416,1.73395,0.690218
1.76,0.32,2.39881,1.75628,0.642526
1.8,0.32,2.35976,1.77891,0.580847
1.84,0.32,2.30528,1.80182,0.503457
1.88,0.32,2.23359,1.82504,0.408549
1.92,0.32,2.1428,1.84855,0.294256
1.96,0.32,2.03105,1.87236,0.158693
2,0.32,1.89648,1.89648,0
0,0.34,1,1,0
0.04,0.34,1.029,1.01369,0.0153051
0.08,0.34,1.05793,1.02757,0.0303544
0.12,0.34,1.0869,1.04164,0.0452612
0.16,0.34,1.11604,1.05591,0.0601373
0.2,0.34,1.14546,1.07037,0.0750911
0.24,0.34,1.17525,1.08502,0.0902276
0.28,0.34,1.20553,1.09988,0.105647
0.32,0.34,1.23638,1.11494,0.121445
0.36,0.34,1.26792,1.13021,0.13771
0.4,0.34,1.30021,1.14568,0.154526
0.44,0.34,1.33334,1.16137,0.171969
0.48,0.34,1.36738,1.17727,0.190109
0.52,0.34,1.4024,1.19339,0.209006
0.56,0.34,1.43845,1.20973,0.228714
0.6,0.34,1.47557,1.2263,0.249276
0.64,0.34,1.51382,1.24309,0.270728
0.68,0.34,1.5532,1.26011,0.293093
0.72,0.34,1.59375,1.27737,0.316383
0.76,0.34,1.63545,1.29486,0.340598
0.8,0.34,1.67831,1.31259,0.365723
0.84,0.34,1.72229,1.33056,0.391729
0.88,0.34,1.76735,1.34878,0.418567
0.92,0.34,1.81342,1.36725,0.44617
0.96,0.34,1.86042,1.38597,0.474447
1,0.34,1.90823,1.40495,0.503285
1.04,0.34,1.95672,1.42419,0.532539
1.08,0.34,2.00572,1.44369,0.562035
1.12,0.34,2.05502,1.46345,0.591562
1.16,0.34,2.10436,1.48349,0.62087
1.2,0.34,2.15347,1.50381,0.649663
1.24,0.34,2.20199,1.5244,0.677594
1.28,0.34,2.24953,1.54527,0.704261
1.32,0.34,2.29563,1.56643,0.729198
1.36,0.34,2.33975,1.58788,0.751872
1.4,0.34,2.38129,1.60962,0.771669
1.44,0.34,2.41956,1.63166,0.787896
1.48,0.34,2.45377,1.65401,0.799765
1.52,0.34,2.48304,1.67665,0.80639
1.56,0.34,2.50639,1.69961,0.806777
1.6,0.34,2.52271,1.72288,0.799823
1.64,0.34,2.53078,1.74648,0.784302
1.68,0.34,2.52926,1.77039,0.75887
1.72,0.34,2.51669,1.79463,0.722057
1.76,0.34,2.49148,1.81921,0.672272
1.8,0.34,2.45193,1.84412,0.607813
1.84,0.34,2.39624,1.86937,0.526873
1.88,0.34,2.32253,1.89496,0.427564
1.92,0.34,2.22886,1.92091,0.307945
1.96,0.34,2.11328,1.94721,0.166062
2,0.34,1.97388,1.97388,0
0,0.36,1,1,0
0.04,0.36,1.03052,1.0145,0.0160148
0.08,0.36,1.06096,1.02922,0.0317364
0.12,0.36,1.09143,1.04415,0.0472857
0.16,0.36,1.12207,1.05929,0.0627815
0.2,0.36,1.15299,1.07466,0.0783394
0.24,0.36,1.18431,1.09024,0.0940708
0.28,0.36,1.21614,1.10606,0.110082
0.32,0.36,1.24857,1.1221,0.126475
0.36,0.36,1.28172,1.13837,0.143344
0.4,0.36,1.31566,1.15488,0.160776
0.44,0.36,1.35049,1.17163,0.178854
0.48,0.36,1.38628,1.18863,0.19765
0.52,0.36,1.4231,1.20587,0.21723
0.56,0.36,1.46101,1.22336,0.23765
0.6,0.36,1.50006,1.2411,0.258957
0.64,0.36,1.54029,1.2591,0.281189
0.68,0.36,1.58174,1.27737,0.30437
0.72,0.36,1.62441,1.29589,0.328517
0.76,0.36,1.66832,1.31469,0.353629
0.8,0.36,1.71345,1.33376,0.379692
0.84,0.36,1.75978,1.3531,0.406678
0.88,0.36,1.80727,1.37273,0.434537
0.92,0.36,1.85584,1.39264,0.463202
0.96,0.36,1.90542,1.41284,0.492579
1,0.36,1.95588,1.43333,0.522553
1.04,0.36,2.00709,1.45412,0.552975
1.08,0.36,2.05888,1.47521,0.583666
1.12,0.36,2.11101,1.49661,0.614409
1.16,0.36,2.16326,1.51831,0.644944
1.2,0.36,2.2153,1.54034,0.674966
1.24,0.36,2.26679,1.56268,0.704115
1.28,0.36,2.31732,1.58534,0.731974
1.32,0.36,2.3664,1.60834,0.75806
1.36,0.36,2.41348,1.63166,0.781815
1.4,0.36,2.45793,1.65533,0.802602
1.44,0.36,2.49904,1.67934,0.819697
1.48,0.36,2.53597,1.7037,0.832275
1.52,0.36,2.56782,1.72841,0.83941
1.56,0.36,2.59354,1.75348,0.84006
1.6,0.36,2.61198,1.77891,0.833067
1.64,0.36,2.62185,1.80471,0.817144
1.68,0.36,2.62176,1.83089,0.790878
1.72,0.36,2.61017,1.85744,0.752724
1.76,0.36,2.58539,1.88438,0.701011
1.8,0.36,2.54566,1.91171,0.633949
1.84,0.36,2.48909,1.93944,0.549645
1.88,0.36,2.41369,1.96757,0.446122
1.92,0.36,2.31747,1.99611,0.321356
1.96,0.36,2.19837,2.02506,0.173311
2,0.36,2.05443,2.05443,0
0,0.38,1,1,0
0.04,0.38,1.03201,1.01532,0.0166911
0.08,0.38,1.06392,1.03087,0.0330493
0.12,0.38,1.09586,1.04666,0.0492031
0.16,0.38,1.12796,1.06269,0.0652786
0.2,0.38,1.16036,1.07896,0.0813983
0.24,0.38,1.19317,1.09549,0.0976805
0.28,0.38,1.2265,1.11227,0.114238
0.32,0.38,1.26048,1.1293,0.131178
0.36,0.38,1.2952,1.1466,0.1486
0.4,0.38,1.33076,1.16416,0.166597
0.44,0.38,1.36725,1.18199,0.185256
0.48,0.38,1.40475,1.20009,0.204653
0.52,0.38,1.44333,1.21847,0.224858
0.56,0.38,1.48307,1.23714,0.245931
0.6,0.38,1.52401,1.25609,0.267921
0.64,0.38,1.56619,1.27532,0.290868
0.68,0.38,1.60966,1.29486,0.314802
0.72,0.38,1.65443,1.31469,0.339737
0.76,0.38,1.7005,1.33482,0.365677
0.8,0.38,1.74788,1.35527,0.392609
0.84,0.38,1.79653,1.37603,0.420504
0.88,0.38,1.84641,1.3971,0.449313
0.92,0.38,1.89747,1.4185,0.478968
0.96,0.38,1.9496,1.44023,0.509374
1,0.38,2.0027,1.46228,0.540413
1.04,0.38,2.05662,1.48468,0.571935
1.08,0.38,2.11118,1.50742,0.603755
1.12,0.38,2.16616,1.53051,0.63565
1.16,0.38,2.2213,1.55395,0.667354
1.2,0.38,2.2763,1.57775,0.698552
1.24,0.38,2.33079,1.60192,0.728874
1.28,0.38,2.38434,1.62645,0.757888
1.32,0.38,2.43646,1.65136,0.785094
1.36,0.38,2.48657,1.67665,0.809916
1.4,0.38,2.53402,1.70233,0.831691
1.44,0.38,2.57807,1.72841,0.849666
1.48,0.38,2.61786,1.75488,0.862983
1.52,0.38,2.65243,1.78176,0.870676
1.56,0.38,2.6807,1.80905,0.871658
1.6,0.38,2.70147,1.83675,0.864715
1.64,0.38,2.71339,1.86489,0.848501
1.68,0.38,2.71498,1.89345,0.821533
1.72,0.38,2.70464,1.92245,0.782192
1.76,0.38,2.68061,1.95189,0.728721
1.8,0.38,2.64103,1.98179,0.659242
1.84,0.38,2.58391,2.01214,0.571767
1.88,0.38,2.50718,2.04296,0.464224
1.92,0.38,2.40874,2.07425,0.334491
1.96,0.38,2.28646,2.10602,0.180443
2,0.38,2.13828,2.13828,0
0,0.4,1,1,0
0.04,0.4,1.03346,1.01613,0.0173319
0.08,0.4,1.06681,1.03252,0.0342888
0.12,0.4,1.10018,1.04917,0.0510069
0.16,0.4,1.13371,1.06609,0.0676198
0.2,0.4,1.16754,1.08329,0.0842573
0.24,0.4,1.2018,1.10076,0.101044
0.28,0.4,1.23661,1.11851,0.1181
0.32,0.4,1.27209,1.13655,0.135536
0.36,0.4,1.30834,1.15488,0.15346
0.4,0.4,1.34548,1.17351,0.171969
0.44,0.4,1.38359,1.19244,0.191153
0.48,0.4,1.42276,1.21167,0.211094
0.52,0.4,1.46308,1.23121,0.231865
0.56,0.4,1.5046,1.25107,0.253528
0.6,0.4,1.54739,1.27125,0.276138
0.64,0.4,1.59149,1.29175,0.299736
0.68,0.4,1.63694,1.31259,0.324354
0.72,0.4,1.68377,1.33376,0.350009
0.76,0.4,1.73198,1.35527,0.376707
0.8,0.4,1.78156,1.37713,0.404435
0.84,0.4,1.8325,1.39934,0.433165
0.88,0.4,1.88476,1.42191,0.46285
0.92,0.4,1.93826,1.44484,0.493421
0.96,0.4,1.99293,1.46815,0.524782
1,0.4,2.04864,1.49182,0.556814
1.04,0.4,2.10525,1.51589,0.589364
1.08,0.4,2.16258,1.54034,0.622243
